Title,Authors,Contributors,ISBN,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Gilded Cage,Vic James,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
George's Marvellous Medicine,"Roald Dahl, Quentin Blake","",,,read,2015/06/05,"","",1,"",,,,,,,3.0,,"",,"",No
Tris's Book,Tamora Pierce,"",,,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
"Saga, Vol. 3",Brian K. Vaughan,Fiona Staples (Illustrator),9780606358798,hardcover,read,,2019/05/09,2019/05/09,1,"",,,,,,,5.0,,"",,"",No
I Was Born for This,Alice Oseman,"",,,read,2020/01/10,2020/01/12,2020/01/12,1,"reflective, hopeful, emotional",medium,,Yes,Yes,Yes,Yes,4.5,"<div>I always read the description of non SFF and think that ""this book won't be for me"". I probably couldn't even name one person in the bands I listen to, so the story isn't something I'd usually go for. I picked this up as I love Alice Oseman's writing and yet again she did not disappoint.<br><br>All the characters are strong, the viewpoint characters especially so. In some ways I can't relate at all to Angel's and Jimmy's lives, in others I am with them completely but they are always their own person and I grew to love them both. Early on Angel endeared herself to me by pointing out how she came up with her username. Younger me also thought being known as the translation of my name would be super cool too and the word ""Sky"" is still in a lot of my usernames. I'm not Muslim but I rarely see a culture like my own represented in a book and it was great to see it done well. I also loved the focus on friendships, both new and old, and the lack of romance was also refreshing. </div>","",,"",Yes
This Savage Song,Victoria Schwab,"",9780062380852,hardcover,read,2017/07/24,2017/07/24,2017/07/24,1,"",,,,,,,3.0,"This was a fun read. I was a bit sceptical at the beginning and found both point of views annoying initially but as it went on I got into it and was rooting for them both. It was creepy at points and some of the characters made my skin crawl, the monsters are definitely the best part of the book. Not one of the best books I've read this year but definitely enjoyable and I'll keep reading the series.","",,"",No
Demystifying Public Speaking,Lara Hogan,"",,,read,2021/11/22,2021/11/23,2021/11/22-2021/11/23,1,"",,,,,,,,,"",,"",No
Crier's War,Nina Varela,"",9780062823960,digital,read,2020/01/14,2020/01/18,2020/01/18,1,"tense, emotional, adventurous",medium,,Yes,Yes,Yes,Yes,4.0,"<div>This drew me in slowly, and then really caught my attention. The book is set after sentient robots (Automa), who are created to be like humans, take over and the humans who created them become their slaves. Couple of generations down the line, we follow the heir to the throne Crier, an automa who is engaged to be married for political stability and Ayla a human determined to get revenge on the King who is responsible for the deaths of her family. I really enjoyed the juxtaposition of their points of view and I love how their relationship develops throughout the book. We get two female main characters that are strong in different ways and who have lived completely different lives. The politics and world building are also strong and I can't wait to see what happens next. </div>","",,"",Yes
Assassin's Fate,Robin Hobb,"","",,read,2015/12/30,2017/05/08,2017/05/08,1,"",,,,,,,5.0,"I tried to read this slowly, drag it out but inevitably, about half way through it turned into a binge read. This book had links to every preceding series in the Realms of the Elderlings and brought everything together in an incredible way. I can't discuss it without spoilers so I'll stop there. This book is an insane, emotional roller-coaster of an ending to one of my favourite series but now it is over and it could not have happened in any other way.","",,"",No
The Left Hand of Darkness,Ursula K. Le Guin,"","",,read,,2018/02/28,2018/02/28,1,"",,,,,,,4.0,"<div>This was a hard book to rate as there were some bits I loved and other bits that really irritated me. What brought it up from a 3 star was the strength of the world building and the portrayal of misunderstanding between cultures. What irritated me was the use of the male pronoun to describe the androgynous people of Gethen (I really wish she had used 'they' or invented a pronoun) combined with the sexist, old fashioned views of Genly, our main point of view character from Earth. His views on women and what he considered feminine traits annoyed me throughout the whole book. If you can look past that, the world she has created is intricate and detailed. The relationship between the two main characters and how it develops throughout the book (especially in the second half when they start to grasp just how alien their cultures are) is really well done. Additionally, the interludes in the book, sharing stories from the world history, are fascinating and add to the story without making it seem disjointed. And so it gets four stars from me but with reservations. It is a good book but a flawed one.</div>","",,"",No
Burning Roses,S.L. Huang,"",,,to-read,2020/12/30,"","",0,"",,,,,,,,,"",,"physical-copy, adult-sff-by-aoc-2020",Yes
A Reaper at the Gates,Sabaa Tahir,"",9780448494500,hardcover,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
"Saga, Vol. 7","Fiona Staples, Brian K. Vaughan","","",,read,,2019/07/04,2019/07/04,1,"",,,,,,,5.0,😢,"",,"",No
The Lions of Al-Rassan,Guy Gavriel Kay,"",,,to-read,2019/09/28,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Mirror Empire,Kameron Hurley,"",,,to-read,2020/07/18,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
A Deadly Education,Naomi Novik,"","",digital,to-read,2020/11/09,"","",0,"",,,,,,,,,"",,physical-copy,Yes
A Taste of Honey,Kai Ashante Wilson,"",9780765390059,digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
The Arrival,Shaun Tan,"",,,to-read,2020/11/28,"","",0,"",,,,,,,,,"",,"",No
Twelve Kings,Bradley P. Beaulieu,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
The Girl With All the Gifts,M.R. Carey,"","",,read,,2018/10/13,2018/10/13,1,"",,,,,,,4.0,"I really enjoyed this, it's an interesting take on zombies and I like how all the characters we get to know are unique, flawed and have their own voice. The main character Melanie is amazingly well done.","",,"",Yes
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,Christina Lamb (Contributor),9780297870937,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Wind in the Willows,Kenneth Grahame,"",9780143039099,paperback,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
In the Watchful City,S. Qiouyi Lu,"",9781250792983,paperback,to-read,2021/10/31,"","",0,"",,,,,,,,,"",,physical-copy,Yes
A Desolation Called Peace,Arkady Martine,"",9781250186485,digital,to-read,2021/03/16,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
Charlie and the Chocolate Factory,"Roald Dahl, Quentin Blake","",,,read,2015/06/05,"","",1,"",,,,,,,5.0,,"",,"",No
Frankenstein,Mary Shelley,"",9780141439471,paperback,read,,2016/08/11,2016/08/11,1,"",,,,,,,4.0,,"",,"",No
Light from Uncommon Stars,Ryka Aoki,"",9781250789068,hardcover,to-read,2021/05/10,"","",0,"",,,,,,,,,"",,"",No
The Shadow in the North,Philip Pullman,"",9780394825991,paperback,read,2015/06/05,"","",1,"",,,,,,,3.0,,"",,"",No
Rosemary and Rue,Seanan McGuire,"",9780756405717,paperback,read,2019/06/10,2019/06/12,2019/06/12,1,"",,,,,,,4.0,,"",,"",No
Ring Shout,P. Djèlí Clark,"",9781250767028,hardcover,read,2020/12/01,2021/11/13,2021/11/11-2021/11/13,1,"adventurous, dark, mysterious",fast,Plot,Yes,Yes,Yes,It's complicated,4.0,"","","","adult-sff-by-aoc-2020, ebook, kobo",Yes
To Hold Up the Sky,"Liu Cixin, Joel Martinsen","",,,to-read,2020/12/07,"","",0,"",,,,,,,,,"",,"adult-sff-by-aoc-2020, ebook, kobo",Yes
The Flatshare,Beth O'Leary,"",9781250295644,paperback,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Nick and Charlie,Alice Oseman,"",9780007983445,paperback,read,2020/08/19,2020/10/04,2020/10/04,1,"hopeful, emotional",fast,,No,Yes,Yes,It's complicated,4.0,"","","","",Yes
Us Against You,Fredrik Backman,Neil Smith (Translator),"",,to-read,2018/12/28,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
A Clash of Kings,George R.R. Martin,"","",,read,,2013/08/01,2013/08/01,1,"",,,,,,,3.0,,"",,"",No
The Blind Assassin,Margaret Atwood,"",,,to-read,2019/10/23,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Last Days of New Paris,China Miéville,"",,,read,2018/08/23,2018/08/24,2018/08/24,1,"",,,,,,,4.0,"This was strange, the world built is so crazy and vivid. Not a place I would ever want to go to but a fascinating one. I have no particular love for the characters themselves but I got caught up with their journey, often ending up trying to read too fast to find out what was happening. I started off trying to look up the art pieces as they were referenced but that slowed me down too much, the description was good enough to visual everything but I might look up some now to compare to what I imagined.","",,"",Yes
Before Mars,Emma Newman,"",,,read,2018/06/20,2018/06/26,2018/06/26,1,"",,,,,,,5.0,,"",,"",Yes
A Game of Thrones,George R.R. Martin,"","",,read,,2013/07/06,2013/07/06,1,"",,,,,,,4.0,,"",,"",No
The Rage of Dragons,Evan Winter,"",B07NJC4HFM,digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, priority, ebook",Yes
Shadows of Self,Brandon Sanderson,"",,,read,2016/10/03,2016/10/18,2016/10/18,1,"",,,,,,,5.0,,"",,"",No
Gender Queer: A Memoir,Maia Kobabe,"",9781549304002,paperback,to-read,2020/07/14,"","",0,"",,,,,,,,,"",,"",No
Hani and Ishu's Guide to Fake Dating,Adiba Jaigirdar,"",9781645672579,hardcover,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Magician: Apprentice,Raymond E. Feist,"",,,read,2015/01/08,2015/01/01,2015/01/01,1,"",,,,,,,3.0,,"",,"",No
Malice,John Gwynne,"","",,read,2018/09/10,2018/09/20,2018/09/20,1,"",,,,,,,5.0,I really loved this! Fantasy is my favourite genre and this is my favourite type of fantasy. Yes it follows the traditional tropes but it uses them so well. The characters are also amazing and by the end of the book I felt like I'd been punched repeatedly. Whether that's a good thing or not depends on you. I really want to binge the whole series now but I'll try and spread them out a bit...,"",,"",Yes
A Darker Shade of Magic,V.E. Schwab,"",9780765376459,hardcover,read,,2017/11/25,2017/11/25,1,"",,,,,,,4.0,,"",,"",No
Parable of the Sower: A Graphic Novel Adaptation,"Octavia E. Butler, John Jennings, Damian Duffy","",,,read,2021/07/31,2021/10/06,2021/07/31-2021/10/06,1,"dark, reflective",medium,A mix,Yes,No,Yes,Yes,5.0,<div>Yes I rated this higher than I did the actual book but it's an incredible adaptation and if I'm rating my reading experience I can't give this less. Don't get me wrong the book is brilliant but this distills out the essence without losing impact. The book does have the space for better character development though and explores some of the themes more deeply. </div>,"","","",No
The Confessions of Frannie Langton,Sara Collins,"",9780241984017,paperback,to-read,2020/01/26,"","",0,"",,,,,,,,,"",,physical-copy,Yes
House of Rage and Sorrow: Book Two in the Celestial Trilogy,Sangu Mandanna,"",9781510733794,hardcover,read,2020/08/31,2021/02/10,2021/02/06-2021/02/10,1,"adventurous, dark, emotional",fast,A mix,Yes,Yes,Yes,Yes,4.5,"","","",physical-copy,Yes
A Feast for Crows,George R.R. Martin,"",9780553582024,paperback,read,,2014/08/29,2014/08/29,1,"",,,,,,,2.0,,"",,"",No
Fool's Assassin,Robin Hobb,"",,,read,,2014/08/01,2014/08/01,1,"",,,,,,,5.0,,"",,"",No
Night and Silence,Seanan McGuire,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Empire of Sand,Tasha Suri,"","",,read,2018/12/18,2018/12/22,2018/12/22,1,"",,,,,,,4.0,"That was lovely! The world is gorgeous and the magic system is awesome. I loved the characters, not all of them were as fleshed out as Mehr but I loved how all the side characters were given little details that gave a sense of depth, like they all had their own story that we didn't get to know. Definitely looking forward to the next book.","",,"",Yes
Trail of Lightning,Rebecca Roanhorse,"",9781534413511,digital,read,,2019/05/08,2019/05/08,1,"",,,,,,,4.0,"Woo monster hunting! I've watched so many shows about monster hunting but this might actually be the first book. I loved the main character and it was so great to have it inspired by mythology that was totally unfamiliar to me. It was everything I want from this genre: a character I can root for, some seriously creepy monsters, meddling gods, funny moments and emotional turmoil. Definitely looking forward to the next one!","",,"",Yes
Akata Witch,Nnedi Okorafor,"","",,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"",No
Eclipse,Stephenie Meyer,"",9780316160209,hardcover,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
"Fables, Vol. 1: Legends in Exile","Craig Hamilton, Lan Medina, Tony Akins, Mike Allred, Mark Buckingham, Chrissie Zullo, Russ Braun, Steve Leialoha, Bill Willingham, Eric Shanower, David Petersen, Shawn McManus, James Jean, Terry Moore, Jae Lee, Matthew Sturges","","",,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
The Hunger Games,Suzanne Collins,"","",,read,,2015/09/09,2015/09/09,1,"",,,,,,,4.0,,"",,"",No
The Winter Long,Seanan McGuire,"","",digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Finna,Nino Cipri,"",9781250245724,digital,read,2021/07/05,2021/07/05,2021/07/05-2021/07/05,1,"adventurous, funny",fast,Plot,No,Yes,Yes,Yes,4.0,"","","","",No
A Conjuring of Light,V.E. Schwab,"",9780765387462,hardcover,read,2018/06/06,2018/06/13,2018/06/13,1,"",,,,,,,4.0,,"",,"",Yes
The Expert System's Brother,Adrian Tchaikovsky,"",9781250197566,paperback,to-read,2019/09/28,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Daughter of the Forest,Juliet Marillier,"","",,read,2017/07/23,2017/08/07,2017/08/07,1,"",,,,,,,5.0,"For me this book works so well based on the strength of the main character, her relationship with her brothers, her passion for healing and the trials she has to go through. I can't go into more detail without spoilers. The setting is also great drawing from old folk tales to create a wonderfully mystical atmosphere. The story confronts human cruelty and brutality but also human kindness, perseverance and love.","",,"",No
The Hero of Ages,Brandon Sanderson,"","",,read,,2016/08/07,2016/08/07,1,"",,,,,,,5.0,,"",,"",No
Magic Steps,Tamora Pierce,"",,,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
"Paper Girls, Vol. 2",Brian K. Vaughan,"Cliff Chiang (Illustrator), Matt Wilson (Illustrator)",9781534301733,digital,read,,2019/07/01,2019/07/01,1,"",,,,,,,4.0,,"",,"",No
The True Queen,Zen Cho,"","",digital,to-read,2019/12/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Animal Farm,George Orwell,"","",paperback,read,2018/08/15,2018/08/15,2018/08/15,1,"",,,,,,,3.0,,"",,"",Yes
La Belle Sauvage,Philip Pullman,"",9781409025474,paperback,read,,2018/01/06,2018/01/06,1,"",,,,,,,3.0,,"",,"",No
Kushiel's Chosen,Jacqueline Carey,"",9780765345042,paperback,to-read,2020/08/19,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Raven Tower,Ann Leckie,"",,,read,,2019/09/22,2019/09/22,1,"adventurous, mysterious, challenging",slow,,It's complicated,It's complicated,Yes,Yes,5.0,"I'm not sure what I expected but that wasn't it. I didn't think I could enjoy a book mainly in the second person this much but it was amazing. It was slow, full of flashbacks and info dumps and yet I was fascinated on every page. The narrator finds life and the nature of things interesting and is articulate enough to draw you in to the world building without it getting dry. The way the gods interact and the relationship between worship and power was so intricately weaved. As is the story of the narrator with the story of Eolo (or you). It feels like a book that perfectly executed what it set out to do which I found intensely satisfying. It's definitely not a book for everyone, the format is definitely strange but if you can get used to the style it is a beautiful piece of story telling.","",,"",Yes
"Lumberjanes, Vol. 1: Beware the Kitten Holy","Grace Ellis, Noelle Stevenson, Shannon Watters","",9781613983584,digital,read,2020/11/28,2021/02/04,2021/02/04,1,"adventurous, funny, lighthearted",medium,Plot,No,Yes,Yes,No,3.5,"","","","comixology, ebook",Yes
Harry Potter and the Cursed Child - Parts One and Two,"J.K. Rowling, Jack Thorne, John Tiffany","",9780751565355,hardcover,read,,2016/08/19,2016/08/19,1,"",,,,,,,3.0,,"",,"",No
Freshwater,Akwaeke Emezi,"",9780802127358,hardcover,read,2020/07/29,2020/07/29,2020/07/29,1,"dark, challenging",slow,,Yes,It's complicated,Yes,Yes,4.0,"<div>This isn't the sort of book I usually read, I read to escape, to relax and Freshwater deals with some very difficult topics that aren't easy to read about. Another reason I read is to give me a different perspective on things, to understand experiences completely outside of my own and Emezi excels at that. They did it with Pet (which I enjoyed so much that I strayed from my comfort zone to read this) and they did it here. <br><br>Ada is a character described as having ""one foot on the other side"". She shares her body with spirits and goes through some very traumatic things. This book tackles faith, abuse, gender identity, sexuality and mental health. Ada spends most of her life not being understood but as a reader you understand. I understood why she did things that I wouldn't consider doing and my heart was with her. I hope that the people who need it, find this book and feel seen. I'm not sure enjoy is the right word to describe this book but it's raw and it's powerful and I'm extremely glad I read it.</div>","",,"",No
